"Date","Time","WSPD","WD","GST","ATMP","WTMP","BARO","DEPTH","AWVHT","MWVHT","WVHT","APD"
"09/11/2019","19:30","16.6","294","18.2","08.0","N/A","1001.3","3.77","0.46","0.46","0.48","5.45"
"09/11/2019","19:35","14.7","286","16.4","07.9","N/A","1001.1","3.82","0.44","0.56","0.48","5.45"
"09/11/2019","19:40","13.1","298","15.1","07.8","N/A","1001.0","3.89","0.33","0.40","0.48","5.45"
"09/11/2019","19:45","12.1","291","13.6","07.8","N/A","1001.1","3.94","0.37","0.43","0.45","5.69"
"09/11/2019","19:50","14.8","283","15.5","07.7","N/A","1001.1","3.99","0.55","0.55","0.45","5.69"
"09/11/2019","19:55","13.5","285","15.5","07.9","N/A","1001.1","4.03","0.49","0.49","0.45","5.69"
"09/11/2019","20:00","14.0","287","15.6","07.7","N/A","1001.1","4.08","0.42","0.42","0.44","6.25"
"09/11/2019","20:05","13.6","293","15.1","07.7","N/A","1001.1","4.14","0.40","0.45","0.44","6.25"
"09/11/2019","20:10","13.0","293","14.5","07.8","N/A","1001.0","4.19","0.40","0.40","0.44","6.25"
"09/11/2019","20:15","13.9","289","15.2","07.5","N/A","1001.3","4.23","0.33","0.46","0.41","5.95"
"09/11/2019","20:20","15.4","287","17.3","07.7","N/A","1001.1","4.28","0.53","0.53","0.41","5.95"
"09/11/2019","20:25","14.2","289","16.5","07.5","N/A","1001.1","4.32","0.32","0.47","0.41","5.95"
"09/11/2019","20:30","14.9","287","16.2","07.4","N/A","1001.3","4.35","0.32","0.39","0.41","6.92"
"09/11/2019","20:35","13.9","291","15.9","07.2","N/A","1001.4","4.38","0.38","0.38","0.41","6.92"
"09/11/2019","20:40","12.3","287","13.5","07.1","N/A","1001.3","4.42","0.50","0.51","0.41","6.92"
"09/11/2019","20:45","12.7","283","14.2","07.2","N/A","1001.3","4.46","0.44","0.46","0.40","5.95"
"09/11/2019","20:50","14.0","283","15.3","07.2","N/A","1001.3","4.48","0.37","0.43","0.40","5.95"
"09/11/2019","20:55","12.8","291","14.1","07.1","N/A","1001.3","4.51","0.29","0.37","0.40","5.95"
"09/11/2019","21:00","13.6","293","15.3","07.1","N/A","1001.3","4.52","0.55","0.55","0.39","5.95"
"09/11/2019","21:05","13.8","288","15.7","07.2","N/A","1001.4","4.54","0.46","0.46","0.39","5.95"
"09/11/2019","21:10","14.7","293","16.2","07.0","N/A","1001.4","4.55","0.50","0.50","0.39","5.95"
"09/11/2019","21:15","13.7","286","15.0","07.1","N/A","1001.3","4.56","0.44","0.56","0.41","6.25"
"09/11/2019","21:20","14.6","278","17.1","07.0","N/A","1001.6","4.56","0.37","0.55","0.41","6.25"
"09/11/2019","21:25","14.0","289","15.6","07.0","N/A","1001.4","4.57","0.35","0.51","0.41","6.25"
"09/11/2019","21:30","12.6","288","13.4","06.9","N/A","1001.4","4.57","0.39","0.45","0.44","7.32"
"09/11/2019","21:35","13.2","291","14.5","07.0","N/A","1001.4","4.58","0.44","0.44","0.44","7.32"
"09/11/2019","21:40","13.9","290","15.7","06.9","N/A","1001.6","4.55","0.53","0.54","0.44","7.32"
"09/11/2019","21:45","13.7","289","15.0","07.1","N/A","1001.6","4.55","0.48","0.48","0.44","5.95"
"09/11/2019","21:50","13.9","289","15.6","06.9","N/A","1001.4","4.54","0.41","0.61","0.44","5.95"
"09/11/2019","21:55","13.4","282","14.4","07.1","N/A","1002.0","4.53","0.58","0.59","0.44","5.95"
"09/11/2019","22:00","14.8","281","16.1","07.2","N/A","1001.6","4.52","0.48","0.49","0.39","6.92"
"09/11/2019","22:05","13.4","289","15.2","07.1","N/A","1001.6","4.51","0.38","0.45","0.39","6.92"
"09/11/2019","22:10","12.0","298","12.6","07.0","N/A","1001.6","4.48","0.38","0.51","0.39","6.92"
"09/11/2019","22:15","13.7","287","15.6","07.1","N/A","1001.8","4.47","0.38","0.43","0.38","5.95"
"09/11/2019","22:20","14.1","290","16.4","07.0","N/A","1001.8","4.45","0.33","0.42","0.38","5.95"
"09/11/2019","22:25","11.8","296","15.7","06.9","N/A","1002.0","4.43","0.31","0.34","0.38","5.95"
"09/11/2019","22:30","12.8","288","14.8","06.8","N/A","1001.9","4.40","0.56","0.56","0.44","6.57"
"09/11/2019","22:35","10.9","300","12.6","06.8","N/A","1001.9","4.38","0.38","0.40","0.44","6.57"
"09/11/2019","22:40","11.2","291","12.5","06.8","N/A","1001.9","4.36","0.43","0.50","0.44","6.57"
"09/11/2019","22:45","10.5","287","11.7","07.0","N/A","1002.0","4.36","0.52","0.53","0.41","6.57"
"09/11/2019","22:50","10.3","284","13.7","06.8","N/A","1002.2","4.33","0.46","0.47","0.41","6.57"
"09/11/2019","22:55","11.1","288","12.3","06.7","N/A","1002.1","4.31","0.58","0.58","0.41","6.57"
"09/11/2019","23:00","10.0","291","10.9","06.7","N/A","1002.2","4.29","0.51","0.51","0.40","5.23"
"09/11/2019","23:05","09.8","293","11.3","06.8","N/A","1002.4","4.25","0.48","0.48","0.40","5.23"
"09/11/2019","23:10","08.2","293","09.5","06.9","N/A","1002.4","4.23","0.60","0.61","0.40","5.23"
"09/11/2019","23:15","08.7","300","10.1","06.9","N/A","1002.6","4.19","0.33","0.47","0.44","6.92"
"09/11/2019","23:20","09.8","290","11.1","06.7","N/A","1002.2","4.16","0.57","0.63","0.44","6.92"
"09/11/2019","23:25","10.3","294","11.5","06.7","N/A","1002.2","4.12","0.43","0.46","0.44","6.92"
"09/11/2019","23:30","11.2","288","12.6","06.7","N/A","1002.2","4.07","0.40","0.40","0.49","13.48"
"09/11/2019","23:35","10.9","295","11.8","06.8","N/A","1002.6","4.01","0.73","0.73","0.49","13.48"
"09/11/2019","23:40","11.0","290","12.0","06.9","N/A","1002.4","3.95","0.53","0.65","0.49","13.48"
"09/11/2019","23:45","10.9","291","11.7","06.9","N/A","1002.2","3.89","0.62","0.62","0.57","8.83"
"09/11/2019","23:50","11.9","288","13.0","06.8","N/A","1002.2","3.82","0.50","0.50","0.57","8.83"
"09/11/2019","23:55","11.4","287","12.4","06.8","N/A","1002.4","3.76","0.50","0.50","0.57","8.83"
"09/11/2019","00:00","09.9","324","11.8","06.5","N/A","1012.2","2.94","0.36","0.36","0.39","13.48"
"09/11/2019","00:05","09.1","336","10.3","06.4","N/A","1012.4","2.84","0.37","0.51","0.39","13.48"
"09/11/2019","00:10","08.9","336","09.8","06.4","N/A","1012.4","2.78","0.37","0.44","0.39","13.48"
"09/11/2019","00:15","08.5","336","10.0","06.4","N/A","1012.2","2.70","0.28","0.30","0.42","15.06"
"09/11/2019","00:20","09.3","323","10.3","06.4","N/A","1012.7","2.65","0.24","0.24","0.42","15.06"
"09/11/2019","00:25","09.6","320","10.3","06.4","N/A","1012.5","2.58","0.33","0.33","0.42","15.06"
"09/11/2019","00:30","09.5","319","10.4","06.3","N/A","1012.9","2.52","0.37","0.38","0.35","17.07"
"09/11/2019","00:35","09.7","310","10.8","06.3","N/A","1012.7","2.46","0.32","0.34","0.35","17.07"
"09/11/2019","00:40","09.4","309","10.3","06.3","N/A","1013.0","2.39","0.24","0.28","0.35","17.07"
"09/11/2019","00:45","09.1","305","09.7","06.2","N/A","1013.0","2.34","0.41","0.41","0.36","13.48"
"09/11/2019","00:50","09.8","294","10.6","06.2","N/A","1013.2","2.28","0.34","0.34","0.36","13.48"
"09/11/2019","00:55","09.1","306","10.4","06.2","N/A","1013.0","2.21","0.28","0.29","0.36","13.48"
"09/11/2019","01:00","08.5","315","09.5","06.2","N/A","1012.9","2.15","0.22","0.28","0.33","15.06"
"09/11/2019","01:05","09.9","299","11.1","06.2","N/A","1013.0","2.10","0.43","0.43","0.33","15.06"
"09/11/2019","01:10","10.6","295","12.5","06.4","N/A","1013.0","2.04","0.29","0.36","0.33","15.06"
"09/11/2019","01:15","10.3","290","11.3","06.6","N/A","1013.0","1.97","0.25","0.28","0.33","15.06"
"09/11/2019","01:20","11.7","294","13.2","06.3","N/A","1013.0","1.92","0.22","0.22","0.33","15.06"
"09/11/2019","01:25","10.2","299","11.6","06.4","N/A","1013.0","1.88","0.31","0.31","0.33","15.06"
"09/11/2019","01:30","10.7","307","11.8","06.2","N/A","1012.9","1.83","0.20","0.28","0.29","15.06"
"09/11/2019","01:35","11.2","303","12.8","06.3","N/A","1013.0","1.80","0.21","0.30","0.29","15.06"
"09/11/2019","01:40","11.9","298","13.3","06.3","N/A","1013.2","1.76","0.30","0.36","0.29","15.06"
"09/11/2019","01:45","12.9","297","14.0","06.4","N/A","1013.2","1.73","0.32","0.33","0.28","15.06"
"09/11/2019","01:50","10.8","308","11.9","06.5","N/A","1012.7","1.72","0.20","0.20","0.28","15.06"
"09/11/2019","01:55","10.9","311","12.4","06.4","N/A","1012.7","1.68","0.24","0.26","0.28","15.06"
"09/11/2019","02:00","11.1","313","12.5","06.4","N/A","1012.7","1.67","0.30","0.35","0.24","13.48"
"09/11/2019","02:05","09.5","316","10.9","06.3","N/A","1012.5","1.64","0.35","0.35","0.24","13.48"
"09/11/2019","02:10","10.3","305","11.4","06.2","N/A","1012.7","1.61","0.23","0.23","0.24","13.48"
"09/11/2019","02:15","11.3","308","12.7","06.3","N/A","1012.4","1.60","0.26","0.26","0.23","15.06"
"09/11/2019","02:20","11.0","303","11.7","06.3","N/A","1012.7","1.61","0.21","0.26","0.23","15.06"
"09/11/2019","02:25","10.3","308","11.6","06.3","N/A","1012.5","1.61","0.27","0.27","0.23","15.06"
"09/11/2019","02:30","10.8","298","11.9","06.1","N/A","1012.9","1.61","0.21","0.21","0.21","13.48"
"09/11/2019","02:35","09.3","302","10.2","06.2","N/A","1012.9","1.65","0.27","0.27","0.21","13.48"
