"Date","Time","WSPD","WD","GST","ATMP","WTMP","BARO","DEPTH","AWVHT","MWVHT","WVHT","APD"
"10/11/2019","00:00","12.1","288","13.2","06.8","N/A","1002.6","3.69","0.60","0.60","0.58","8.83"
"10/11/2019","00:05","10.5","296","11.5","06.8","N/A","1002.4","3.60","0.55","0.65","0.58","8.83"
"10/11/2019","00:10","11.4","294","13.3","06.8","N/A","1002.7","3.52","0.49","0.50","0.58","8.83"
"10/11/2019","00:15","09.0","301","10.2","06.9","N/A","1002.7","3.45","0.57","0.57","0.59","8.26"
"10/11/2019","00:20","09.1","297","10.0","06.9","N/A","1002.6","3.36","1.01","1.02","0.59","8.26"
"10/11/2019","00:25","09.3","299","10.5","06.7","N/A","1002.7","3.29","0.57","0.57","0.59","8.26"
"10/11/2019","00:30","08.7","297","11.0","06.6","N/A","1002.6","3.21","0.60","0.71","0.61","7.76"
"10/11/2019","00:35","08.5","300","09.4","06.7","N/A","1002.6","3.12","0.60","0.60","0.61","7.76"
"10/11/2019","00:40","09.0","291","10.5","06.7","N/A","1002.7","3.05","0.78","0.78","0.61","7.76"
"10/11/2019","00:45","08.2","308","09.3","06.8","N/A","1003.1","2.95","0.87","0.88","0.66","9.48"
"10/11/2019","00:50","06.8","297","07.7","06.7","N/A","1003.1","2.87","0.64","0.65","0.66","9.48"
"10/11/2019","00:55","08.4","294","09.4","06.7","N/A","1003.1","2.79","0.69","0.95","0.66","9.48"
"10/11/2019","01:00","05.9","298","06.7","06.6","N/A","1002.9","2.72","0.70","0.85","0.68","9.48"
"10/11/2019","01:05","07.8","292","08.7","06.7","N/A","1003.2","2.64","0.61","0.62","0.68","9.48"
"10/11/2019","01:10","06.0","313","07.1","06.7","N/A","1002.7","2.56","0.85","0.85","0.68","9.48"
"10/11/2019","01:15","05.5","303","06.1","06.6","N/A","1003.2","2.47","0.67","0.67","0.72","8.83"
"10/11/2019","01:20","05.7","302","06.5","06.7","N/A","1002.9","2.41","0.63","0.64","0.72","8.83"
"10/11/2019","01:25","06.6","305","07.6","06.7","N/A","1002.7","2.33","0.94","0.94","0.72","8.83"
"10/11/2019","01:30","05.4","316","06.5","06.8","N/A","1002.9","2.28","0.78","0.79","0.68","9.48"
"10/11/2019","01:35","05.1","324","06.2","06.8","N/A","1003.1","2.21","0.57","0.57","0.68","9.48"
"10/11/2019","01:40","05.4","318","06.5","06.8","N/A","1003.1","2.15","0.65","0.65","0.68","9.48"
"10/11/2019","01:45","04.9","319","06.0","06.8","N/A","1003.1","2.10","0.61","0.61","0.60","8.26"
"10/11/2019","01:50","03.8","339","04.8","06.8","N/A","1003.4","2.04","0.41","0.67","0.60","8.26"
"10/11/2019","01:55","04.5","358","05.3","06.7","N/A","1003.1","1.98","0.59","0.65","0.60","8.26"
"10/11/2019","02:00","05.1","339","05.9","06.7","N/A","1003.1","1.93","0.71","0.72","0.54","8.26"
"10/11/2019","02:05","05.3","344","06.5","06.7","N/A","1003.4","1.88","0.43","0.69","0.54","8.26"
"10/11/2019","02:10","05.5","338","06.3","06.8","N/A","1003.5","1.84","0.51","0.60","0.54","8.26"
"10/11/2019","02:15","05.2","326","05.8","06.7","N/A","1003.5","1.80","0.51","0.59","0.56","8.26"
"10/11/2019","02:20","05.5","340","06.6","06.7","N/A","1003.4","1.76","0.70","0.70","0.56","8.26"
"10/11/2019","02:25","05.9","348","06.8","06.7","N/A","1003.2","1.73","0.41","0.56","0.56","8.26"
"10/11/2019","02:30","06.1","329","06.8","06.7","N/A","1003.7","1.69","0.47","0.47","0.54","6.57"
"10/11/2019","02:35","06.2","348","07.5","06.6","N/A","1003.5","1.67","0.57","0.57","0.54","6.57"
"10/11/2019","02:40","05.3","344","06.6","06.5","N/A","1003.5","1.65","0.43","0.63","0.54","6.57"
"10/11/2019","02:45","05.3","346","05.7","06.5","N/A","1003.7","1.61","0.52","0.75","0.53","7.32"
